Traits,Fruit Colour Description,Fruit Colour Description,Fruit Colour Description,Fruit Colour,Fruit Colour,Fruit Colour,Crown,Crown,Crown,Fruit Size,Fruit Size,Fruit Size,Fruit Shape,Fruit Shape,Fruit Shape,Conspicuousness,Conspicuousness,Conspicuousness,Measurement,Measurement,Measurement
Species,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1
Euterpe catinga,0.9833333333333334,0.75,0.8248587570621468,0.9545454545454546,0.75,0.8095238095238095,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Euterpe oleracea,0.25,0.225,0.2368421052631579,0.3333333333333333,0.3,0.31578947368421056,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
Geonoma aspidiifolia,0.6064814814814814,0.6982758620689655,0.6309523809523809,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Geonoma baculifera,0.75,0.9833333333333334,0.8248587570621468,0.75,0.9545454545454546,0.8095238095238095,0.25,0.25,0.25,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Geonoma camana,0.7314814814814814,0.7976190476190477,0.7584415584415585,0.75,0.9,0.7777777777777778,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0
Geonoma chococola,0.48333333333333334,0.48333333333333334,0.48333333333333334,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geonoma cuneata,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geonoma deversa,0.6064814814814814,0.6982758620689655,0.6309523809523809,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.25,0.25,0.25,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Geonoma ferruginea,0.625,0.95,0.6736842105263159,0.625,0.8636363636363636,0.6210526315789474,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Geonoma interrupta,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.25,0.25,0.25,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Geonoma laxiflora,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geonoma leptospadix,0.75,0.9655172413793103,0.8154761904761905,0.611111111111111,0.65,0.6210526315789474,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan
Geonoma longipedunculata,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geonoma longivaginata,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
Geonoma macrostachys,0.4807692307692308,0.4166666666666667,0.44642857142857145,0.45,0.4090909090909091,0.4285714285714286,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geonoma maxima,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hydriastele cylindrocarpa,0.6,0.9333333333333333,0.6309523809523809,0.625,0.8636363636363636,0.6210526315789474,nan,nan,nan,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,nan,nan,nan
Hydriastele flabellata,0.5,0.41935483870967744,0.45614035087719296,0.625,0.8636363636363636,0.6210526315789474,1.0,1.0,1.0,nan,nan,nan,0.75,0.9166666666666667,0.7878787878787878,1.0,1.0,1.0
